;"""N";Date;Time;N [Decimal degrees];E [Decimal degrees];GPS uncertainty [m];h [m];Location provider;D [μSv/h];Standard deviation;Standard error of the mean value;CF;"Number of measured points""."
5070;"""5071";2021-09-06;11:14:18;45.915;15.444;3.79;212.869;gps;0.056;0;0;0;"1""."
6118;"""6119";2021-09-06;11:48:29;45.936;15.484;135.6;212.7;network;0.056;0;0;0;"1""."
53581;"""632";2022-05-28;18:19:03;46.457;15.741;3.79;296.907;gps;0.056;0;0;0;"1""."
4797;"""4798";2021-09-06;11:05:18;45.906;15.35;3.79;191.2;gps;0.056;0;0;0;"1""."
4770;"""4771";2021-09-06;11:04:24;45.9;15.328;9.935;203.84;gps;0.056;0;0;0;"1""."
4773;"""4774";2021-09-06;11:04:30;45.901;15.33;9.935;204.698;gps;0.056;0;0;0;"1""."
4768;"""4769";2021-09-06;11:04:20;45.899;15.326;9.935;204.81;gps;0.056;0;0;0;"1""."
34495;"""20496";2021-09-08;19:19:36;46.034;14.468;3.79;343.283;gps;0.057;0;0;0;"1""."
4845;"""4846";2021-09-06;11:06:50;45.908;15.391;3.79;204.432;gps;0.057;0;0;0;"1""."
4843;"""4844";2021-09-06;11:06:46;45.908;15.389;3.79;206.39;gps;0.057;0;0;0;"1""."
4842;"""4843";2021-09-06;11:06:44;45.907;15.388;3.79;208.149;gps;0.057;0;0;0;"1""."
4824;"""4825";2021-09-06;11:06:08;45.907;15.373;3.79;207.137;gps;0.057;0;0;0;"1""."
4801;"""4802";2021-09-06;11:05:26;45.907;15.354;3.79;191.455;gps;0.057;0;0;0;"1""."
4796;"""4797";2021-09-06;11:05:16;45.906;15.349;3.79;191.065;gps;0.057;0;0;0;"1""."
11939;"""11940";2021-09-06;15:08:26;45.936;15.53;3.79;198.7;gps;0.057;0;0;0;"1""."
4638;"""4639";2021-09-06;11:00:04;45.851;15.244;3.79;219.501;gps;0.057;0;0;0;"1""."
4850;"""4851";2021-09-06;11:07:00;45.908;15.394;3.79;200.57;gps;0.057;0;0;0;"1""."
5254;"""5255";2021-09-06;11:20:19;45.937;15.485;3.79;207.834;gps;0.057;0;0;0;"1""."
5069;"""5070";2021-09-06;11:14:16;45.915;15.443;3.79;213.303;gps;0.057;0;0;0;"1""."
34582;"""20583";2021-09-08;19:22:25;46.042;14.48;3.79;342.576;gps;0.057;0;0;0;"1""."
34579;"""20580";2021-09-08;19:22:19;46.041;14.48;3.79;342.273;gps;0.057;0;0;0;"1""."
5031;"""5032";2021-09-06;11:13:00;45.911;15.413;4.199;211.191;gps;0.057;0;0;0;"1""."
34593;"""20594";2021-09-08;19:22:47;46.042;14.484;3.79;343.93;gps;0.057;0;0;0;"1""."
11378;"""11379";2021-09-06;14:50:06;45.933;15.531;3.79;196.753;gps;0.057;0;0;0;"1""."
57580;"""4631";2022-05-28;19:31:10;46.023;14.512;3.79;336.609;gps;0.057;0;0;0;"1""."
37463;"""1882";2021-06-29;09:35:49;45.935;15.601;2952;0;network;0.057;0;0;0;"1""."
34463;"""20464";2021-09-08;19:18:32;46.027;14.49;3.79;340.056;gps;0.057;0;0;0;"1""."
34466;"""20467";2021-09-08;19:18:38;46.027;14.488;3.79;339.92;gps;0.057;0;0;0;"1""."
10530;"""10531";2021-09-06;14:21:08;45.938;15.575;3.79;202.763;gps;0.057;0;0;0;"1""."
44830;"""2689";2022-06-06;11:00:25;45.868;15.283;3.79;208.189;gps;0.057;0;0;0;"1""."
54850;"""1901";2022-05-28;18:41:10;46.278;15.419;9.935;365.04;gps;0.057;0;0;0;"1""."
33927;"""19928";2021-09-08;19:01:05;45.924;14.884;3.79;351.709;gps;0.057;0;0;0;"1""."
44719;"""2578";2022-06-06;10:58:34;45.852;15.244;3.79;235.952;gps;0.057;0;0;0;"1""."
42791;"""650";2022-06-06;10:25:48;45.984;14.598;4.266;385.873;gps;0.057;0;0;0;"1""."
54538;"""1589";2022-05-28;18:35:01;46.353;15.493;9.935;354.066;gps;0.057;0;0;0;"1""."
45774;"""3633";2022-06-06;11:57:47;45.949;15.493;3.79;208.893;gps;0.057;0;0;0;"1""."
10483;"""10484";2021-09-06;14:19:37;45.928;15.581;3.79;193.635;gps;0.057;0;0;0;"1""."
56310;"""3361";2022-05-28;19:09:23;46.184;14.838;5.956;556.036;averaged;0.057;0.003;0.002;0;"2""."
55686;"""2737";2022-05-28;18:55:07;46.26;15.092;3.79;326.1;gps;0.057;0;0;0;"1""."
45380;"""3239";2022-06-06;11:49:58;45.914;15.457;3.79;207.232;gps;0.057;0;0;0;"1""."
56091;"""3142";2022-05-28;19:01:53;46.227;14.949;3.79;423.151;gps;0.057;0;0;0;"1""."
56093;"""3144";2022-05-28;19:01:55;46.226;14.949;3.79;424.269;gps;0.057;0;0;0;"1""."
55837;"""2888";2022-05-28;18:57:38;46.258;15.026;3.79;351.752;gps;0.057;0;0;0;"1""."
34740;"""20741";2021-09-08;19:27:28;46.042;14.489;4.09;344.352;gps;0.057;0;0;0;"1""."
55190;"""2241";2022-05-28;18:46:50;46.255;15.288;3.79;292.047;gps;0.057;0;0;0;"1""."
33825;"""19826";2021-09-08;18:57:46;45.912;14.961;3.79;360.663;gps;0.057;0;0;0;"1""."
55610;"""2661";2022-05-28;18:53:51;46.27;15.118;3.79;322.105;gps;0.057;0;0;0;"1""."
53589;"""640";2022-05-28;18:19:11;46.458;15.737;3.79;297.099;gps;0.057;0;0;0;"1""."
34192;"""20193";2021-09-08;19:09:40;45.975;14.676;3.79;404.26;gps;0.057;0;0;0;"1""."
53571;"""622";2022-05-28;18:18:53;46.457;15.745;3.79;294.222;gps;0.057;0;0;0;"1""."
34195;"""20196";2021-09-08;19:09:46;45.974;14.674;3.79;399.838;gps;0.057;0;0;0;"1""."
34132;"""20133";2021-09-08;19:07:45;45.97;14.722;3.79;483.595;gps;0.057;0;0;0;"1""."
49182;"""3335";2021-09-23;07:18:59;46.559;15.687;4.524;312.419;gps;0.057;0;0;0;"1""."
34173;"""20174";2021-09-08;19:09:02;45.979;14.692;3.79;458.735;gps;0.057;0;0;0;"1""."
53683;"""734";2022-05-28;18:20:45;46.463;15.697;3.79;307.093;gps;0.057;0;0;0;"1""."
53542;"""593";2022-05-28;18:18:24;46.454;15.756;3.79;292.435;gps;0.057;0;0;0;"1""."
53548;"""599";2022-05-28;18:18:30;46.454;15.754;3.79;293.664;gps;0.057;0;0;0;"1""."
53540;"""591";2022-05-28;18:18:22;46.453;15.757;3.79;292.273;gps;0.057;0;0;0;"1""."
34270;"""20271";2021-09-08;19:12:14;45.978;14.611;3.79;393.546;gps;0.057;0;0;0;"1""."
53549;"""600";2022-05-28;18:18:31;46.455;15.754;3.79;293.571;gps;0.057;0;0;0;"1""."
53570;"""621";2022-05-28;18:18:52;46.457;15.746;3.79;294.449;gps;0.057;0;0;0;"1""."
34068;"""20069";2021-09-08;19:05:37;45.948;14.771;3.79;395.687;gps;0.057;0;0;0;"1""."
34063;"""20064";2021-09-08;19:05:27;45.947;14.775;3.79;396.271;gps;0.057;0;0;0;"1""."
3629;"""3630";2021-09-06;10:27:03;45.985;14.597;9.935;383.247;gps;0.057;0;0;0;"1""."
34121;"""20122";2021-09-08;19:07:23;45.965;14.728;3.79;443.14;gps;0.057;0;0;0;"1""."
44103;"""1962";2022-06-06;10:48:10;45.899;15.052;3.79;319.26;gps;0.057;0;0;0;"1""."
10381;"""10382";2021-09-06;14:16:17;45.917;15.594;3.79;202.086;gps;0.057;0;0;0;"1""."
48007;"""2160";2021-09-23;06:40:29;46.254;15.309;9.935;292.783;gps;0.057;0;0;0;"1""."
48005;"""2158";2021-09-23;06:40:25;46.254;15.308;9.935;292.907;gps;0.057;0;0;0;"1""."
5023;"""5024";2021-09-06;11:12:44;45.91;15.408;3.79;209.829;gps;0.057;0;0;0;"1""."
10426;"""10427";2021-09-06;14:17:43;45.923;15.589;4.021;198.86;gps;0.058;0;0;0;"1""."
10432;"""10433";2021-09-06;14:17:55;45.924;15.587;3.79;196.665;gps;0.058;0;0;0;"1""."
42870;"""729";2022-06-06;10:27:20;45.972;14.628;3.79;388.975;gps;0.058;0;0;0;"1""."
10322;"""10323";2021-09-06;14:14:19;45.906;15.602;3.79;203.546;gps;0.058;0;0;0;"1""."
10339;"""10340";2021-09-06;14:14:53;45.909;15.6;3.935;203.177;gps;0.058;0;0;0;"1""."
10284;"""10285";2021-09-06;14:13:06;45.9;15.604;3.79;190.398;gps;0.058;0;0;0;"1""."
10382;"""10383";2021-09-06;14:16:19;45.918;15.594;3.79;202.258;gps;0.058;0;0;0;"1""."
10536;"""10537";2021-09-06;14:21:20;45.938;15.574;3.79;198.152;gps;0.058;0;0;0;"1""."
42772;"""631";2022-06-06;10:25:29;45.988;14.594;3.79;381.879;gps;0.058;0;0;0;"1""."
54341;"""1392";2022-05-28;18:31:44;46.38;15.563;9.935;321.112;gps;0.058;0;0;0;"1""."
54156;"""1207";2022-05-28;18:28:39;46.413;15.62;9.935;322.665;gps;0.058;0;0;0;"1""."
54108;"""1159";2022-05-28;18:27:51;46.424;15.63;9.935;320.198;gps;0.058;0;0;0;"1""."
56083;"""3134";2022-05-28;19:01:45;46.228;14.949;3.79;418.743;gps;0.058;0;0;0;"1""."
56011;"""3062";2022-05-28;19:00:33;46.242;14.959;3.79;385.113;gps;0.058;0;0;0;"1""."
55687;"""2738";2022-05-28;18:55:08;46.26;15.091;3.79;326.506;gps;0.058;0;0;0;"1""."
55439;"""2490";2022-05-28;18:51:00;46.269;15.188;3.79;311.099;gps;0.058;0;0;0;"1""."
49054;"""3207";2021-09-23;07:14:50;46.499;15.67;3.79;312.886;gps;0.058;0;0;0;"1""."
53680;"""731";2022-05-28;18:20:42;46.463;15.698;3.79;308.438;gps;0.058;0;0;0;"1""."
53587;"""638";2022-05-28;18:19:09;46.458;15.738;3.79;297.079;gps;0.058;0;0;0;"1""."
47792;"""1945";2021-09-23;06:33:29;46.272;15.132;9.935;314.885;gps;0.058;0;0;0;"1""."
47793;"""1946";2021-09-23;06:33:30;46.272;15.133;9.935;314.457;gps;0.058;0;0;0;"1""."
41436;"""766";2021-06-29;12:25:58;46.174;15.227;2799.999;0;network;0.058;0;0;0;"1""."
53507;"""558";2022-05-28;18:17:49;46.448;15.769;3.79;291.507;gps;0.058;0;0;0;"1""."
53511;"""562";2022-05-28;18:17:53;46.449;15.767;3.79;291.398;gps;0.058;0;0;0;"1""."
53566;"""617";2022-05-28;18:18:48;46.456;15.747;3.79;294.144;gps;0.058;0;0;0;"1""."
53510;"""561";2022-05-28;18:17:52;46.449;15.768;3.79;291.33;gps;0.058;0;0;0;"1""."
53561;"""612";2022-05-28;18:18:43;46.456;15.749;3.79;295.244;gps;0.058;0;0;0;"1""."
53555;"""606";2022-05-28;18:18:37;46.455;15.752;3.79;294.829;gps;0.058;0;0;0;"1""."
53552;"""603";2022-05-28;18:18:34;46.455;15.753;3.79;293.984;gps;0.058;0;0;0;"1""."
53524;"""575";2022-05-28;18:18:06;46.451;15.763;3.79;292.489;gps;0.058;0;0;0;"1""."
53556;"""607";2022-05-28;18:18:38;46.455;15.751;3.79;294.872;gps;0.058;0;0;0;"1""."
12340;"""12341";2021-09-06;15:21:35;45.953;15.518;4.775;340.294;gps;0.058;0;0;0;"1""."
43529;"""1388";2022-06-06;10:38:19;45.932;14.843;3.79;357.406;gps;0.058;0;0;0;"1""."
11959;"""11960";2021-09-06;15:09:06;45.939;15.528;3.79;197.407;gps;0.058;0;0;0;"1""."
11961;"""11962";2021-09-06;15:09:10;45.94;15.528;3.79;198.416;gps;0.058;0;0;0;"1""."
11969;"""11970";2021-09-06;15:09:26;45.941;15.526;3.79;200.857;gps;0.058;0;0;0;"1""."
12024;"""12025";2021-09-06;15:11:15;45.943;15.513;3.79;203.628;gps;0.058;0;0;0;"1""."
12027;"""12028";2021-09-06;15:11:21;45.944;15.512;3.79;203.629;gps;0.058;0;0;0;"1""."
12055;"""12056";2021-09-06;15:12:17;45.947;15.507;3.79;201.61;gps;0.058;0;0;0;"1""."
44966;"""2825";2022-06-06;11:02:41;45.894;15.317;3.79;213.105;gps;0.058;0;0;0;"1""."
43716;"""1575";2022-06-06;10:41:26;45.928;14.911;3.79;384.729;gps;0.058;0;0;0;"1""."
13473;"""13474";2021-09-06;15:58:05;45.911;15.484;3.79;200.561;gps;0.058;0;0;0;"1""."
13489;"""13490";2021-09-06;15:58:37;45.91;15.494;3.79;205.471;gps;0.058;0;0;0;"1""."
13486;"""13487";2021-09-06;15:58:31;45.91;15.492;3.79;203.839;gps;0.058;0;0;0;"1""."
5119;"""5120";2021-09-06;11:15:53;45.913;15.468;3.79;210.95;gps;0.058;0;0;0;"1""."
34128;"""20129";2021-09-08;19:07:37;45.969;14.724;3.79;463.786;gps;0.058;0;0;0;"1""."
34519;"""20520";2021-09-08;19:20:24;46.037;14.467;3.79;345.074;gps;0.058;0;0;0;"1""."
34119;"""20120";2021-09-08;19:07:19;45.964;14.729;3.79;436.192;gps;0.058;0;0;0;"1""."
34111;"""20112";2021-09-08;19:07:03;45.961;14.735;3.79;416.552;gps;0.058;0;0;0;"1""."
34110;"""20111";2021-09-08;19:07:01;45.961;14.736;3.79;413.799;gps;0.058;0;0;0;"1""."
34156;"""20157";2021-09-08;19:08:28;45.976;14.706;3.79;494.285;gps;0.058;0;0;0;"1""."
7327;"""7328";2021-09-06;12:27:48;45.95;15.491;9.935;209.708;gps;0.058;0;0;0;"1""."
34175;"""20176";2021-09-08;19:09:06;45.979;14.69;3.79;452.763;gps;0.058;0;0;0;"1""."
34172;"""20173";2021-09-08;19:09:00;45.98;14.693;3.79;461.883;gps;0.058;0;0;0;"1""."
34168;"""20169";2021-09-08;19:08:52;45.98;14.696;3.79;473.159;gps;0.058;0;0;0;"1""."
34167;"""20168";2021-09-08;19:08:50;45.979;14.697;3.79;476.379;gps;0.058;0;0;0;"1""."
33877;"""19878";2021-09-08;18:59:27;45.93;14.926;3.79;387.197;gps;0.058;0;0;0;"1""."
6918;"""6919";2021-09-06;12:14:28;45.945;15.487;9.935;211.779;gps;0.058;0;0;0;"1""."
5085;"""5086";2021-09-06;11:14:47;45.914;15.456;3.79;211.067;gps;0.058;0;0;0;"1""."
5088;"""5089";2021-09-06;11:14:52;45.914;15.458;3.79;210.05;gps;0.058;0;0;0;"1""."
5071;"""5072";2021-09-06;11:14:19;45.915;15.445;3.79;212.576;gps;0.058;0;0;0;"1""."
33746;"""19747";2021-09-08;18:55:08;45.901;15.024;3.79;366.589;gps;0.058;0;0;0;"1""."
5084;"""5085";2021-09-06;11:14:45;45.914;15.455;3.79;211.726;gps;0.058;0;0;0;"1""."
5022;"""5023";2021-09-06;11:12:42;45.91;15.407;3.79;209.917;gps;0.058;0;0;0;"1""."
33776;"""19777";2021-09-08;18:56:08;45.902;14.998;3.79;373.242;gps;0.058;0;0;0;"1""."
5026;"""5027";2021-09-06;11:12:50;45.911;15.409;3.79;209.388;gps;0.058;0;0;0;"1""."
5030;"""5031";2021-09-06;11:12:58;45.911;15.412;3.79;210.657;gps;0.058;0;0;0;"1""."
4822;"""4823";2021-09-06;11:06:04;45.907;15.371;3.79;204.339;gps;0.058;0;0;0;"1""."
4823;"""4824";2021-09-06;11:06:06;45.907;15.372;3.79;206.571;gps;0.058;0;0;0;"1""."
4821;"""4822";2021-09-06;11:06:02;45.907;15.37;3.79;204.789;gps;0.058;0;0;0;"1""."
5791;"""5792";2021-09-06;11:37:48;45.938;15.484;61.752;211.5;network;0.058;0;0;0;"1""."
34480;"""20481";2021-09-08;19:19:06;46.03;14.477;3.79;340.76;gps;0.058;0;0;0;"1""."
34464;"""20465";2021-09-08;19:18:34;46.027;14.489;3.79;339.791;gps;0.058;0;0;0;"1""."
5171;"""5172";2021-09-06;11:17:36;45.919;15.474;3.79;204.455;gps;0.058;0;0;0;"1""."
34600;"""20601";2021-09-08;19:23:01;46.042;14.485;3.79;343.47;gps;0.059;0;0;0;"1""."
34590;"""20591";2021-09-08;19:22:41;46.042;14.483;3.79;342.545;gps;0.059;0;0;0;"1""."
11973;"""11974";2021-09-06;15:09:34;45.941;15.525;3.79;202.915;gps;0.059;0;0;0;"1""."
7343;"""7344";2021-09-06;12:28:21;45.945;15.495;10.809;206.595;gps;0.059;0;0;0;"1""."
54312;"""1363";2022-05-28;18:31:15;46.384;15.574;9.935;316.722;gps;0.059;0;0;0;"1""."
12103;"""12104";2021-09-06;15:13:48;45.95;15.504;1700;0;network;0.059;0;0;0;"1""."
44118;"""1977";2022-06-06;10:48:25;45.897;15.057;3.79;319.801;gps;0.059;0;0;0;"1""."
47795;"""1948";2021-09-23;06:33:34;46.272;15.134;9.935;315.072;gps;0.059;0;0;0;"1""."
5081;"""5082";2021-09-06;11:14:39;45.914;15.453;3.79;210.054;gps;0.059;0;0;0;"1""."
12061;"""12062";2021-09-06;15:12:29;45.948;15.506;3.79;206.369;gps;0.059;0;0;0;"1""."
55437;"""2488";2022-05-28;18:50:58;46.269;15.189;3.79;311.344;gps;0.059;0;0;0;"1""."
5068;"""5069";2021-09-06;11:14:14;45.915;15.442;3.79;213.48;gps;0.059;0;0;0;"1""."
8693;"""8694";2021-09-06;13:13:26;45.907;15.543;3.79;198.361;gps;0.059;0;0;0;"1""."
44174;"""2033";2022-06-06;10:49:21;45.886;15.072;3.79;345.088;gps;0.059;0;0;0;"1""."
54483;"""1534";2022-05-28;18:34:06;46.363;15.51;9.935;377.988;gps;0.059;0;0;0;"1""."
34506;"""20507";2021-09-08;19:19:58;46.036;14.466;3.79;343.784;gps;0.059;0;0;0;"1""."
34169;"""20170";2021-09-08;19:08:54;45.98;14.695;3.79;470.193;gps;0.059;0;0;0;"1""."
54552;"""1603";2022-05-28;18:35:15;46.35;15.489;9.935;346.035;gps;0.059;0;0;0;"1""."
6917;"""6918";2021-09-06;12:14:26;45.944;15.487;9.935;211.484;gps;0.059;0;0;0;"1""."
54457;"""1508";2022-05-28;18:33:40;46.367;15.519;9.935;372.206;gps;0.059;0;0;0;"1""."
52981;"""32";2022-05-28;18:07:59;46.417;15.868;5.497;266.105;averaged;0.059;0;0;0;"2""."
34178;"""20179";2021-09-08;19:09:12;45.979;14.688;3.79;450.284;gps;0.059;0;0;0;"1""."
34124;"""20125";2021-09-08;19:07:29;45.967;14.726;3.79;450.408;gps;0.059;0;0;0;"1""."
34123;"""20124";2021-09-08;19:07:27;45.966;14.727;3.79;453.064;gps;0.059;0;0;0;"1""."
34114;"""20115";2021-09-08;19:07:09;45.962;14.733;3.79;421.119;gps;0.059;0;0;0;"1""."
11949;"""11950";2021-09-06;15:08:46;45.938;15.529;3.79;193.232;gps;0.059;0;0;0;"1""."
11952;"""11953";2021-09-06;15:08:52;45.939;15.529;3.79;194.274;gps;0.059;0;0;0;"1""."
4463;"""4464";2021-09-06;10:54:18;45.863;15.137;3.79;291.387;gps;0.059;0;0;0;"1""."
33567;"""19568";2021-09-08;18:49:17;45.852;15.144;4.472;347.594;gps;0.059;0;0;0;"1""."
34526;"""20527";2021-09-08;19:20:38;46.038;14.47;3.79;345.517;gps;0.059;0;0;0;"1""."
33564;"""19565";2021-09-08;18:49:11;45.851;15.146;3.79;350.667;gps;0.059;0;0;0;"1""."
33562;"""19563";2021-09-08;18:49:07;45.85;15.146;3.79;350.486;gps;0.059;0;0;0;"1""."
9428;"""9429";2021-09-06;13:37:35;45.898;15.604;3.79;196.043;gps;0.059;0;0;0;"1""."
53026;"""77";2022-05-28;18:09:21;46.417;15.862;3.79;267.022;gps;0.059;0;0;0;"1""."
4720;"""4721";2021-09-06;11:02:45;45.875;15.304;3.79;199.448;gps;0.059;0;0;0;"1""."
10490;"""10491";2021-09-06;14:19:49;45.929;15.581;3.79;196.114;gps;0.059;0;0;0;"1""."
10528;"""10529";2021-09-06;14:21:04;45.938;15.576;3.79;201.687;gps;0.059;0;0;0;"1""."
10427;"""10428";2021-09-06;14:17:45;45.923;15.588;3.79;199.044;gps;0.059;0;0;0;"1""."
4841;"""4842";2021-09-06;11:06:42;45.907;15.387;3.79;209.522;gps;0.059;0;0;0;"1""."
10468;"""10469";2021-09-06;14:19:07;45.926;15.584;3.79;193.254;gps;0.059;0;0;0;"1""."
56784;"""3835";2022-05-28;19:17:20;46.157;14.673;3.79;367.919;gps;0.059;0;0;0;"1""."
10537;"""10538";2021-09-06;14:21:22;45.937;15.574;3.79;200.18;gps;0.059;0;0;0;"1""."
56095;"""3146";2022-05-28;19:01:57;46.226;14.948;3.79;425.051;gps;0.059;0;0;0;"1""."
53774;"""825";2022-05-28;18:22:16;46.477;15.669;9.935;311.415;gps;0.059;0;0;0;"1""."
33313;"""19314";2021-09-08;18:40:57;45.887;15.309;3.79;204.558;gps;0.059;0;0;0;"1""."
4752;"""4753";2021-09-06;11:03:49;45.893;15.316;9.935;202.363;gps;0.059;0;0;0;"1""."
53539;"""590";2022-05-28;18:18:21;46.453;15.758;3.79;292.329;gps;0.059;0;0;0;"1""."
53586;"""637";2022-05-28;18:19:08;46.458;15.739;3.79;296.982;gps;0.059;0;0;0;"1""."
53582;"""633";2022-05-28;18:19:04;46.458;15.74;3.79;297.391;gps;0.059;0;0;0;"1""."
4806;"""4807";2021-09-06;11:05:36;45.907;15.358;4.206;194.713;gps;0.059;0;0;0;"1""."
53563;"""614";2022-05-28;18:18:45;46.456;15.748;3.79;294.502;gps;0.059;0;0;0;"1""."
4815;"""4816";2021-09-06;11:05:51;45.907;15.365;4.123;198.776;gps;0.059;0;0;0;"1""."
4820;"""4821";2021-09-06;11:06:00;45.907;15.369;3.79;202.156;gps;0.059;0;0;0;"1""."
53501;"""552";2022-05-28;18:17:43;46.448;15.771;3.79;291.829;gps;0.059;0;0;0;"1""."
53500;"""551";2022-05-28;18:17:42;46.447;15.771;3.79;292.46;gps;0.059;0;0;0;"1""."
53525;"""576";2022-05-28;18:18:07;46.451;15.762;3.79;292.454;gps;0.059;0;0;0;"1""."
4777;"""4778";2021-09-06;11:04:38;45.902;15.333;3.79;203.441;gps;0.059;0;0;0;"1""."
4252;"""4253";2021-09-06;10:47:26;45.904;14.989;3.79;358.969;gps;0.059;0;0;0;"1""."
56702;"""3753";2022-05-28;19:15:58;46.171;14.699;3.79;383.565;gps;0.059;0;0;0;"1""."
53675;"""726";2022-05-28;18:20:37;46.462;15.7;3.79;307.502;gps;0.059;0;0;0;"1""."
4757;"""4758";2021-09-06;11:03:59;45.895;15.319;9.935;204.795;gps;0.059;0;0;0;"1""."
10378;"""10379";2021-09-06;14:16:11;45.917;15.595;3.79;203.511;gps;0.059;0;0;0;"1""."
55009;"""2060";2022-05-28;18:43:49;46.258;15.364;9.935;328.42;gps;0.059;0;0;0;"1""."
33898;"""19899";2021-09-08;19:00:09;45.927;14.909;3.79;381.229;gps;0.059;0;0;0;"1""."
49080;"""3233";2021-09-23;07:15:38;46.512;15.671;3.79;322.672;gps;0.059;0;0;0;"1""."
44318;"""2177";2022-06-06;10:51:45;45.868;15.121;3.79;289.526;gps;0.059;0;0;0;"1""."
49083;"""3236";2021-09-23;07:15:44;46.514;15.672;3.79;320.995;gps;0.059;0;0;0;"1""."
57451;"""4502";2022-05-28;19:29:01;46.016;14.557;3.79;367.244;gps;0.059;0;0;0;"1""."
33791;"""19792";2021-09-08;18:56:38;45.905;14.985;3.79;364.399;gps;0.059;0;0;0;"1""."
33790;"""19791";2021-09-08;18:56:36;45.904;14.986;3.79;366.232;gps;0.059;0;0;0;"1""."
48258;"""2411";2021-09-23;06:48:43;46.319;15.461;3.79;389.296;gps;0.059;0;0;0;"1""."
5061;"""5062";2021-09-06;11:14:00;45.915;15.436;3.79;214.992;gps;0.059;0;0;0;"1""."
5054;"""5055";2021-09-06;11:13:46;45.914;15.431;9.935;213.74;gps;0.059;0;0;0;"1""."
4635;"""4636";2021-09-06;10:59:58;45.85;15.242;3.79;228.351;gps;0.059;0;0;0;"1""."
4636;"""4637";2021-09-06;11:00:00;45.851;15.243;3.79;224.848;gps;0.059;0;0;0;"1""."
5049;"""5050";2021-09-06;11:13:36;45.914;15.427;9.935;214.614;gps;0.059;0;0;0;"1""."
5053;"""5054";2021-09-06;11:13:44;45.914;15.43;9.935;213.188;gps;0.059;0;0;0;"1""."
49205;"""3358";2021-09-23;07:19:43;46.57;15.687;3.79;326.162;gps;0.059;0;0;0;"1""."
33718;"""19719";2021-09-08;18:54:14;45.901;15.047;3.79;323.643;gps;0.059;0;0;0;"1""."
49056;"""3209";2021-09-23;07:14:54;46.5;15.67;3.79;313.628;gps;0.059;0;0;0;"1""."
43668;"""1527";2022-06-06;10:40:38;45.923;14.894;3.79;362.287;gps;0.06;0;0;0;"1""."
34341;"""20342";2021-09-08;19:14:35;46.007;14.569;3.79;380.278;gps;0.06;0;0;0;"1""."
34287;"""20288";2021-09-08;19:12:48;45.982;14.6;4.661;399.693;gps;0.06;0;0;0;"1""."
33302;"""19303";2021-09-08;18:40:35;45.892;15.315;3.79;207.657;gps;0.06;0;0;0;"1""."
55409;"""2460";2022-05-28;18:50:30;46.268;15.2;3.79;307.168;gps;0.06;0;0;0;"1""."
8757;"""8758";2021-09-06;13:15:32;45.901;15.554;9.935;197.314;gps;0.06;0;0;0;"1""."
47544;"""1697";2021-09-23;06:25:22;46.237;14.949;3.79;391.755;gps;0.06;0;0;0;"1""."
34284;"""20285";2021-09-08;19:12:42;45.981;14.602;3.79;398.72;gps;0.06;0;0;0;"1""."
34282;"""20283";2021-09-08;19:12:38;45.981;14.603;3.79;398.147;gps;0.06;0;0;0;"1""."
8727;"""8728";2021-09-06;13:14:34;45.904;15.551;9.935;194.953;gps;0.06;0;0;0;"1""."
56079;"""3130";2022-05-28;19:01:41;46.229;14.949;3.79;413.847;gps;0.06;0;0;0;"1""."
56078;"""3129";2022-05-28;19:01:40;46.23;14.949;3.79;413.362;gps;0.06;0;0;0;"1""."
56077;"""3128";2022-05-28;19:01:39;46.23;14.948;3.79;412.841;gps;0.06;0;0;0;"1""."
56108;"""3159";2022-05-28;19:02:40;46.219;14.94;3.79;441.391;gps;0.06;0;0;0;"1""."
33941;"""19942";2021-09-08;19:01:33;45.926;14.872;3.79;353.978;gps;0.06;0;0;0;"1""."
4640;"""4641";2021-09-06;11:00:08;45.852;15.245;3.79;217.741;gps;0.06;0;0;0;"1""."
33775;"""19776";2021-09-08;18:56:06;45.902;14.999;3.79;373.967;gps;0.06;0;0;0;"1""."
5046;"""5047";2021-09-06;11:13:30;45.913;15.424;9.935;213.108;gps;0.06;0;0;0;"1""."
33821;"""19822";2021-09-08;18:57:38;45.911;14.964;3.79;358.941;gps;0.06;0;0;0;"1""."
5027;"""5028";2021-09-06;11:12:52;45.911;15.41;3.79;210.009;gps;0.06;0;0;0;"1""."
5033;"""5034";2021-09-06;11:13:04;45.912;15.414;3.79;208.861;gps;0.06;0;0;0;"1""."
5034;"""5035";2021-09-06;11:13:06;45.912;15.415;3.79;209.067;gps;0.06;0;0;0;"1""."
5035;"""5036";2021-09-06;11:13:08;45.912;15.416;3.79;209.805;gps;0.06;0;0;0;"1""."
44295;"""2154";2022-06-06;10:51:22;45.87;15.112;3.79;300.317;gps;0.06;0;0;0;"1""."
44289;"""2148";2022-06-06;10:51:16;45.872;15.111;3.79;305.405;gps;0.06;0;0;0;"1""."
4805;"""4806";2021-09-06;11:05:34;45.907;15.357;4.374;194.406;gps;0.06;0;0;0;"1""."
4803;"""4804";2021-09-06;11:05:30;45.907;15.355;4.6;193.31;gps;0.06;0;0;0;"1""."
4792;"""4793";2021-09-06;11:05:08;45.906;15.346;3.79;195.136;gps;0.06;0;0;0;"1""."
4819;"""4820";2021-09-06;11:05:58;45.907;15.368;3.79;201.174;gps;0.06;0;0;0;"1""."
